Data from LiYF4_Nd_2.5 pc_150 C_Subt2__0__18-14-01-909.txt Node

Date: Thu May 14 18:14:01 CEST 2026
User: NP.5066655
Spectrometer: FLMT06117
Trigger mode: 0
Integration Time (sec): 2.500000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
346.633	69.31643
346.852	69.31643
347.071	69.31643
347.29	16.22299
347.51	-38.83687
347.729	20.15584
347.948	22.12227
348.167	57.51789
348.386	26.05511
348.606	-29.00475
348.825	-17.20621
349.044	41.7865
349.263	-97.82958
349.482	-50.63541
349.701	47.68577
349.92	18.18942
350.139	-19.17263
350.358	-64.40037
350.577	112.57775
350.796	35.88723
351.015	197.13397
351.234	-66.3668
351.453	10.32372
351.672	35.88723
351.891	24.08869
352.11	65.38359
352.329	-17.20621
352.548	43.75293
352.767	-89.96388
352.986	59.48431
353.204	-133.2252
353.423	-21.13905
353.642	-84.06461
353.861	-32.9376
354.08	20.15584
354.298	-34.90402
354.517	-66.3668
354.736	47.68577
354.955	-44.73614
355.173	-30.97117
355.392	22.12227
355.611	6.39088
355.829	-23.10548
356.048	-54.56826
356.267	-38.83687
356.485	-29.00475
356.704	104.71206
356.922	-1.47482
357.141	4.42445
357.36	10.32372
357.578	4.42445
357.797	12.29015
358.015	-52.60183
358.234	8.3573
358.452	-7.37409
358.671	-180.41937
358.889	134.20841
359.108	-23.10548
359.326	4.42445
359.544	85.04782
359.763	-50.63541
359.981	26.05511
360.2	47.68577
360.418	-68.33322
360.636	-68.33322
360.855	87.01425
361.073	39.82008
361.291	20.15584
361.509	-105.69527
361.728	51.61862
361.946	-7.37409
362.164	53.58504
362.382	16.22299
362.601	-17.20621
362.819	-17.20621
363.037	-87.99746
363.255	26.05511
363.473	-58.5011
363.691	136.17484
363.909	33.92081
364.128	-13.27336
364.346	83.0814
364.564	6.39088
364.782	-54.56826
365	177.46973
365.218	-11.30694
365.436	22.12227
365.654	-25.0719
365.872	-46.70256
366.09	43.75293
366.308	-68.33322
366.526	61.45074
366.743	-91.9303
366.961	20.15584
367.179	-44.73614
367.397	71.28286
367.615	22.12227
367.833	-19.17263
368.051	159.77192
368.268	106.67848
368.486	41.7865
368.704	-119.46023
368.922	-86.03103
369.14	35.88723
369.357	-44.73614
369.575	-66.3668
369.793	-91.9303
370.01	87.01425
370.228	-19.17263
370.446	12.29015
370.663	2.45803
370.881	-7.37409
371.099	49.6522
371.316	-3.44124
371.534	24.08869
371.751	16.22299
371.969	49.6522
372.186	35.88723
372.404	-11.30694
372.621	31.95438
372.839	-82.09819
373.056	106.67848
373.274	0.49161
373.491	18.18942
373.709	-21.13905
373.926	-15.23978
374.144	65.38359
374.361	-60.46753
374.578	-19.17263
374.796	-3.44124
375.013	136.17484
375.23	67.35001
375.448	138.14126
375.665	57.51789
375.882	16.22299
376.099	55.55147
376.317	26.05511
376.534	28.02154
376.751	28.02154
376.968	-1.47482
377.186	57.51789
377.403	8.3573
377.62	171.57046
377.837	45.71935
378.054	14.25657
378.271	28.02154
378.488	16.22299
378.705	53.58504
378.923	6.39088
379.14	-64.40037
379.357	37.85365
379.574	-113.56096
379.791	6.39088
380.008	69.31643
380.225	-64.40037
380.442	77.18213
380.659	14.25657
380.875	-52.60183
381.092	22.12227
381.309	-40.80329
381.526	-48.66898
381.743	-44.73614
381.96	71.28286
382.177	2.45803
382.394	100.77921
382.61	-84.06461
382.827	31.95438
383.044	-19.17263
383.261	-38.83687
383.477	6.39088
